133
40	2831.4185	1536.149	-396.00012	0.0	0.0	40.0	0.5200005
40	2225.5781	2649.897	-396.00018	0.0	0.0	-10.0	0.5200005
55	2948.6394	2671.286	-206.00009	0.0	0.0	0.0	0.7000003
55	2880.5854	2998.325	-206.00014	0.0	0.0	0.0	0.7000003
55	2640.0847	2077.193	-206.00009	0.0	0.0	90.0	0.7000003
0	2917.1865	2394.810	259.00015	0.0	0.0	0.0	1.4799995
55	2372.5869	2077.084	-126.00017	0.0	0.0	90.0	0.7000003
55	2918.5867	2076.588	-276.00015	0.0	0.0	90.0	0.7000003
8	2858.7576	4546.298	-141.00027	0.0	0.0	0.0	1.0000000
37	3121.2417	4573.458	-131.00053	0.0	0.0	450.0	1.0000000
40	2730.5015	3620.828	-396.00012	0.0	0.0	10.0	0.5200005
40	2201.6594	3548.319	-570.99994	0.0	0.0	10.0	0.4800005
7	2474.0520	5732.054	-526.00006	-33.0	0.0	70.0	1.0000000
8	2616.1682	5128.544	-411.00021	0.0	0.0	0.0	1.0000000
8	3167.3467	5209.672	-131.00027	0.0	0.0	0.0	1.0000000
7	2995.7344	8979.506	-686.00024	-17.0	0.0	360.0	1.0000000
7	2835.0815	9339.438	-686.00024	-17.0	0.0	430.0	1.0000000
40	2929.7092	8694.378	-326.00003	0.0	0.0	80.0	0.5200005
40	3164.5471	21308.252	-221.00026	0.0	0.0	110.0	0.5200005
37	4744.2383	1268.622	-131.00066	0.0	0.0	450.0	1.0000000
52	3875.2046	1520.905	288.99982	0.0	0.0	220.0	1.0000000
37	4080.5601	1261.330	-131.00066	0.0	0.0	450.0	1.0000000
52	4413.0249	1266.700	288.99982	0.0	0.0	90.0	1.0000000
0	3550.0000	1450.000	18.99997	0.0	0.0	0.0	1.0000000
37	4684.4487	2964.142	-131.00044	0.0	0.0	450.0	1.0000000
52	3857.4409	2717.025	288.99976	0.0	0.0	143.0	1.0000000
37	4036.5649	2970.758	-131.00029	0.0	0.0	450.0	1.0000000
37	3676.4937	2456.516	-131.00070	0.0	0.0	450.0	1.0000000
52	3679.5640	2120.394	288.99988	0.0	0.0	180.0	1.0000000
37	3673.4329	1782.089	-131.00058	0.0	0.0	450.0	1.0000000
0	3270.0610	2843.701	18.99998	0.0	0.0	0.0	1.0000000
37	4682.8535	4778.147	-131.00041	0.0	0.0	450.0	1.0000000
32	4027.4949	4114.308	-131.00018	0.0	0.0	180.0	1.0000000
52	4681.1763	4452.651	288.99994	0.0	0.0	180.0	1.0000000
32	4684.4175	4115.950	-131.00020	0.0	0.0	180.0	1.0000000
8	3528.7622	4229.091	-131.00015	0.0	0.0	0.0	1.0000000
32	3500.6643	4577.058	-131.00021	0.0	0.0	90.0	1.0000000
32	4680.7256	3723.241	-131.00023	0.0	0.0	180.0	1.0000000
32	4031.7166	3737.370	-131.00026	0.0	0.0	180.0	1.0000000
55	4333.3618	4247.251	-26.00035	0.0	0.0	180.0	1.0000000
42	4355.2354	4132.490	-14.99979	0.0	0.0	90.0	1.0000000
32	4684.6260	3345.688	-131.00011	0.0	0.0	180.0	1.0000000
